項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
262,31541,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:53　S102-C9　竪穴住居　棟木？,炭化材(シイ属),T,f,弥生時代?古墳時代,----,CD,PED-8518,AMS法,1880,20,----,----,-26.77,0.19,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
263,31543,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:58　S107-C24　竪穴住居,炭化材(マテバシイ),T,f,弥生時代?古墳時代,----,CD,PED-8520,AMS法,1915,20,----,----,-26.64,0.15,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
264,31547,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:77　S112-C18　竪穴住居,炭化材(ハイノキ属),T,f,弥生時代?古墳時代,----,CD,PED-8524,AMS法,1750,20,----,----,-27.04,0.2,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
265,31549,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:83　S116-C12　竪穴住居,炭化材(エゴノキ属),T,f,弥生時代?古墳時代,----,CD,PED-8526,AMS法,1875,20,----,----,-30.83,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
266,31551,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:88　S117-C6　竪穴住居　棟木？,炭化材(シイ属),T,f,弥生時代?古墳時代,----,CD,PED-8528,AMS法,1700,25,----,----,-27.99,0.28,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
267,31555,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:104　S127-C14　竪穴住居,炭化材(コナラ属クヌギ節),T,f,弥生時代?古墳時代,----,CD,PED-8532,AMS法,1975,20,----,----,-27.76,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
268,31557,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:110　S161-C2　竪穴住居,炭化物?,T,h,弥生時代?古墳時代,----,CD,PED-8534,AMS法,2140,20,----,----,-25.92,0.12,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
269,31559,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:200　S155-SC1埋土　住居内土坑,炭化種実(イネ),T,g,弥生時代?古墳時代,----,CD,PED-9527,AMS法,2165,20,----,----,-22.81,0.17,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
270,31563,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:5　S164-C7　竪穴住居,炭化材(コナラ属アカガシ亜属),T,f,弥生時代?古墳時代,----,CD,Beta-226328,不明,1870,40,----,----,----,----,-26.7,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
271,31565,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:7　S164-C14　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,Beta-226330,不明,1920,40,----,----,----,----,-26.6,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
272,31567,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:9　S150-C5　竪穴住居,炭化材(ハンノキ属ハンノキ節),T,f,弥生時代?古墳時代,----,CD,Beta-226332,不明,1830,40,----,----,----,----,-27.1,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
273,31571,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:13　S21-C6　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,Beta-226336,不明,1730,60,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
274,31573,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:15　S26-C5　竪穴住居,炭化材(コナラ属アカガシ亜属),T,f,弥生時代?古墳時代,----,CD,Beta-226338,不明,1710,40,----,----,----,----,-28.3,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
275,31575,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:17　S13-C67 　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,Beta-226340,不明,1900,40,----,----,----,----,-27.2,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
276,31579,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:116　S2-C2　竪穴住居　垂木？,炭化材(カキノキ属),T,f,弥生時代?古墳時代,----,CD,PED-8540,AMS法,1830,20,----,----,-29.29,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
277,31581,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:119　S5-C6　竪穴住居　,炭化材(マタタビ属),T,f,弥生時代?古墳時代,----,CD,PED-8542,AMS法,1825,25,----,----,-31.67,0.17,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
278,31583,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:122　S16-C2　竪穴住居　垂木,炭化材(アワブキ属),T,f,弥生時代?古墳時代,----,CD,PED-8544,AMS法,1795,25,----,----,-29.94,0.16,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
279,31587,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:130　　S150-C11　竪穴住居　垂木,炭化材(シャシャンボ),T,f,弥生時代?古墳時代,----,CD,PED-8548,AMS法,1800,25,----,----,-31.02,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
280,31589,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:140　S217-C2　土坑,炭化物？,T,f,弥生時代?古墳時代,----,CD,PED-8550,AMS法,1830,25,----,----,-28.17,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
281,31591,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:144　S2012-C2 　竪穴住居,炭化材(シキミ?),T,f,弥生時代?古墳時代,----,CD,PED-8553,AMS法,1700,25,----,----,-29.28,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
282,31595,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:231　S44-底　土坑,炭化材片･炭化物片,T,f,弥生時代?古墳時代,----,CD,PED-9531,AMS法,1825,20,----,----,-28.33,0.15,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
283,31597,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:251　S103-底　土坑,炭化種実(イネ),T,g,弥生時代?古墳時代,----,CD,PED-9536,AMS法,1825,20,----,----,-24.9,0.15,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
284,31599,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:283　S19-C8　竪穴住居,炭化種実(コナラ属),T,g,弥生時代?古墳時代,----,CD,PED-9540,AMS法,1710,25,----,----,-23.59,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
285,31603,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:10　S40-C1 竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,Beta-226362,不明,1680,40,----,----,----,----,-29.3,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
286,31605,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:16　S42-C2 　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,Beta-226364,不明,1630,40,----,----,----,----,-25.3,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
287,31607,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:18　S80-C1　竪穴住居,炭化物？,T,h,弥生時代?古墳時代,----,CD,Beta-226366,不明,1800,40,----,----,----,----,-27.3,古環境研究所,Beta Analytic Inc.,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
288,31611,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:148　S19-C1　竪穴住居,炭化材(サカキ),T,f,弥生時代?古墳時代,----,CD,PED-8556,AMS法,1745,25,----,----,-29.33,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
289,31612,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:150　S41-C14　竪穴住居,炭化材(クリ),T,f,弥生時代?古墳時代,----,CD,PED-8557,AMS法,1725,25,----,----,-27.17,0.14,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
290,31610,45：宮崎県,尾花A遺跡,児湯郡川南町,試料№:147　S10-C3　竪穴住居,炭化材(クスノキ科),T,f,弥生時代?古墳時代,----,CD,PED-8555,AMS法,1800,25,----,----,-29.84,0.13,----,古環境研究所,古環境研究所,2009,放射性炭素年代測定,215?232,----,宮崎県埋蔵文化財センター発掘調査報告書　第195集　尾花A遺跡Ⅱ　弥生時代以降編　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書65　本文編(1/3),宮崎県埋蔵文化財センター
